pool_address,pool_name,token0_address,token0_symbol,token0_decimals,token1_address,token1_symbol,token1_decimals,tvl_usd
0x35eb96913cbbb127e24b00deb4a26f67f2510ea2,MIM-DIGITS,0x130966628846bfd36ff31a822705796e8cb8c18d,MIM,18,0xfbb4a402adc589b06fff952d36f860dd78ea24be,DIGITS,18,0.998457466
0x5fc64d152a18db272b1b3d4b01f51a92186c4dac,VDZY-WAVAX,0x01fa33e38fed26bc9568b8cb595c76b46fe3a1b6,VDZY,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.736385183
0x518e5fad6febb2203fadd611512a441f716e74b5,Bil-WAVAX,0x4a3418ebc0315092d87fb2c6297f552768cc4c74,Bil,8,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.671891896
0xde687f9aad2c5033b84d62281241ebb0ee055f62,wMEMO-TIME,0x0da67235dd5787d67955420c84ca1cecd4e5bb3b,wMEMO,18,0xb54f16fb19478766a268f172c9480f8da1a7c9c3,TIME,9,0.313664106
0xd311cb6617f0703d9dd81c88f3aaaf9fa3c0468d,wMEMO-WETH.e,0x0da67235dd5787d67955420c84ca1cecd4e5bb3b,wMEMO,18,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,WETH.e,18,0.357393016
0x9ae33cb6e78aeeb65b839c3076616562bb568f71,t-WAVAX,0x5279d013f9bdfe00a0ed20c03ae0217b760def88,t,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.72750159
0xd3dd79436f4f11ecb5f809253fba824457de7dfe,ICY-WAVAX,0x78bf833aae77ebf62c21a9a5a6993a691810f2e1,ICY,9,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.119325193
0x393fdeb9eb0c190372969e5f10a8b86e70609959,FM-USDT.e,0x03943c3ef00d92e130185cebc0bcc435def2cc94,FM,18,0xc7198437980c041c805a1edcba50c1ce5db95118,USDT.e,6,0.10083167
0x9703e3cf7a02e89fd95dc0ec540bc2b73fde2442,JOE-USDT.e,0x6e84a6216ea6dacc71ee8e6b0a5b7322eebc0fdd,JOE,18,0xc7198437980c041c805a1edcba50c1ce5db95118,USDT.e,6,0.130933114
0xd545d487c6f54ad6747633cac513d3992276b679,wMEMO-WBTC.e,0x0da67235dd5787d67955420c84ca1cecd4e5bb3b,wMEMO,18,0x50b7545627a5162f82a992c33b87adc75187b218,WBTC.e,8,0.223720857
0x3f152b67fd8739fc3a48fbbfc445f5ee2bb591b5,USDT.e-DAI.e,0xc7198437980c041c805a1edcba50c1ce5db95118,USDT.e,6,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,DAI.e,18,0.193360495
0x6d1ec26876aabb159ed235ccb8aac4848fba26c0,CROWN-USDC.e,0x39912d83acb4a373321387300f4fbe88aa5d6f14,CROWN,9,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,USDC.e,6,0.084938347
0x22b97cd8e0dba9bb6d15eb97c94faa8182f48ab3,WAVAX-AES,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0xfbca7ab8ecba28eaddfd189ebccb6fcde95b8e2a,AES,18,0.300234914
0x37adc4f9f585d20a844ec018e541759eba11656c,ACME-USDT.e,0x5bb7c73e0939cd985e2184ee751f9193e599052b,ACME,18,0xc7198437980c041c805a1edcba50c1ce5db95118,USDT.e,6,0.073003434
0xb346ab8d4261a7ae855448fe456b7e36bc64b69b,WAVAX-TOURN,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0xea31cb7674b192ecda6d32fdfdd136cee651b6f2,TOURN,18,0.525970469
0xf152b27df4c6cb6a10bc7d573ea4fbf6569266cd,WAVAX-xPEFI,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0xd79a36056c271b988c5f1953e664e61416a9820f,xPEFI,18,0.278818388
0xe41f8117d6828482d4797bd305eac7159dcbc10c,GRT.e-WAVAX,0x8a0cac13c7da965a312f08ea4229c37869e85cb9,GRT.e,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.054977697
0xc6ddb9718720fa3755672c40b55a5b9d5977eee8,WAVAX-Kiw,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0xdfc930a10177944a05ae598fba37c82f4c589b6d,Kiw,18,0.115748304
0x40df2c0d151df5b50d34aa518b0fce46e556937d,Bud-WAVAX,0x37e0242c1f261802439558b618108aceb0b50f6b,Bud,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.116942369
0x8e79e7a048f0402d9bbcf69cea98523fda84be7c,WAVAX-Mon,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0xd4cf279b7352cd0bf9327cd2ecea078ebbed5676,Mon,18,0.117004107
0x6849962a9c534d1c3741a0ec1b1361a5c97a7952,Bil-WAVAX,0x74a9521f9a8777bbf92ef769c5d61f251d0adffe,Bil,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.117480386
0x12b1425911864bc118e384ea9e8f33a4c30abd4b,Sat-WAVAX,0x52768a41443eb50bce4f1f8463d212ab31f56949,Sat,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.1173332
0x33a0825d4f7374ccdfb52524cd3f8cb8398280be,SHIB.e-WAVAX,0x02d980a0d7af3fb7cf7df8cb35d9edbcf355f665,SHIB.e,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.063230331
0xab7ca7619d7a884b152c13bf6f88fc9d4ebfb621,SUSHI.e-ACME,0x37b608519f91f70f2eeb0e5ed9af4061722e4f76,SUSHI.e,18,0x5bb7c73e0939cd985e2184ee751f9193e599052b,ACME,18,0.031001674
0xfee7a0fd5cde5e3fb0e0bd30026547715ab7450d,WETH.e-SPELL,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,WETH.e,18,0xce1bffbd5374dac86a2893119683f4911a2f7814,SPELL,18,0.047667464
0x0ca0ff7eaae72faab1df7e1a1c0afcf7d0a68dfd,WETH.e-AAVE.e,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,WETH.e,18,0x63a72806098bd3d9520cc43356dd78afe5d386d9,AAVE.e,18,0.028563006
0x0fe8cc7d92cc882a59f86235cc99be6bea9a740d,RGK-WAVAX,0x5472e93626803ff5c8821d98e8608c39ca33a11c,RGK,9,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.110924202
0xd57a18913f6b7e96225f9ba317f4249663df29ce,WETH.e-USDC,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,WETH.e,18,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,USDC,6,0.051647596
0xadc08276e9e60bac28f5728bd08272104ef70785,CRV-WAVAX,0x47536f17f4ff30e64a96a7555826b8f9e66ec468,CRV,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.065792722
0xedda14aeedb9e607dce88aaf91d079de66f3ace0,GED-DAI.e,0x27c272d56a043d57e1c8c86a974052103774bdbf,GED,18,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,DAI.e,18,0.052214973
0x1cfea18fa40990c0a6662504d78e881a3ef6d7bf,MIM-LUCKY,0x130966628846bfd36ff31a822705796e8cb8c18d,MIM,18,0xf945e994d8b42157cc3806eaed6dc85bb10dabd0,LUCKY,9,0.100019477
0x0208f3e7fd7da812be2d54610b61f15b5be43fbf,MOON-WAVAX,0x4acce12425695debf1c54c40423db998adf41d9b,MOON,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.016830662
0xf3c18b71080defee88afbf957e1ed468a03b8d53,BUNIV-WAVAX,0x1c47a860276407a57349ab6aa37d4935522e9942,BUNIV,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.075989625
0xdfa9246ea4cf0c5c1c680d0a2ba9ce085e4af594,WAVAX-Rex2,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0xd88b18a20fcf47d62aac91a1db5f3857f3433783,Rex2,18,0.080050708
0xcdf9563bc8c3384af24f373f4800ef713103aca9,WAVAX-SLP,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0xf3c18b71080defee88afbf957e1ed468a03b8d53,SLP,18,0.078916139
0x0fb747d5db225d381b7b5baa466be0c1390da767,Rex3-WAVAX,0x9510880baae443c1af131dca014154953590c337,Rex3,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.078482591
0x4dc85c4fcfa2e9ff11fa7f6b4003ab96d758b5d6,WAVAX-Rex2,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0xb85fa42dcb31a1733a4f816bd6aa966614316fbd,Rex2,18,0.079501896
0x2baf212196b0e85946cca6e9f1b219431d4b9d06,TITS-WAVAX,0x135f60309b7ed333fdbe1b64019da721e5dc0036,TITS,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.076400948
